 000055.5038,      000020.285,   25.63869339,  032.23634,    031.3088061
  003.69987, 11.273532,     47.77847741,     000026.515,      00041.82538
00037.54294,085.823332,  047.68848,     01.66739,  0.04210901929
  034.74517,      0089.587854,     49.81702,094.39816251,  007.526035
   85.412297,     67.71257153,      097.67948034,      0000096.028,    015.4603416
    71.281312,  00067.1567,      80.50198491, 003.2498476,   54.35549457
      097.6536, 017.3566,0040.9131,     87.03518,      0065.227
    00012.7728,     82.0165552,    00086.314774, 07.637708,00071.386
     12.74440119,     0000002.0708,     15.77118,0027.6269, 96.5659881
    27.399103,  00019.3372, 000066.7002,     00097.5876, 44.251444
   0085.1839509,075.80010526,    0000063.8678,    099.1367,  10.61133683
0096.9982, 0032.0291, 6.24001909, 36.938619,    0025.843
   005.448369, 0000055.0458, 00069.3683,     75.920417,      9.335679299
  98.8882202,      50.851413,    25.4577952,      0000086.1949,      00000045.265
      88.9930706,  87.78704683,      0.60357754,    00011.5725, 000014.79412
     000095.773,  0000082.8192,00016.7861,    0015.40065,  0090.982
      00006.723,  00047.381,   0000017.0476,  16.264933,     042.77709
   36.1837607,   079.512446,     0084.4773,     40.18965,      00000026.879
 00000019.213,   00052.361,   000060.546,47.1176345,    00044.722157
   50.974445,01.622636515,      1.332567615,0096.998833,010.34945
     1.85828437,      037.589309,   000086.60662,  0000021.468,  025.83222188
   0091.39149,   0044.564,  004.63918006,   025.7502406,     79.6463588
   06.441984,045.72983, 0022.044,  91.606605,    00084.047
 094.76194,0000054.826,     030.83807297,      0036.574,     00030.5895
 000085.38062,    98.349713,   89.123739, 0000029.989,      17.6874097
 019.73986787,     00038.63303,  88.65512769,     27.6918535,0006.0580987
     4.145042284,      059.7729484,   0000047.057,    092.11523,    0080.33867
0052.1417034,    66.9177082,     00062.216,      0022.4184728,      00000035.104
   75.2357269,      0042.3009326,     38.8534706,      25.66670729,80.08585309
      37.50456527,    0038.75396,      000028.34,  35.53850188, 64.5493831
  000046.6225, 0005.463906, 0000023.838, 0080.5765,      0031.5794
     0015.992,      0086.0173, 00000082.054,    0089.0980529,    56.2404384
0054.3147,00035.995,  070.80738468,      0088.17319,    0093.48667
      000046.97,058.308465,075.48994,      71.28924,    066.2467
      0034.91153,      084.2551,     000073.2716,    00071.73374,   045.83593738
 044.275687, 024.8189356,   0000055.088,      04.8642017,  0077.9666329
   00014.137, 00042.61595, 0064.6944, 0040.05795,  52.7182801
  022.05985532, 00052.157557,      0092.92404,   036.0337893,   049.8346673
    60.64605734,    000078.18473,35.579115,   37.095399, 00027.378085
   86.9307052, 90.959634, 00079.2631,  63.44123285,    00084.760328
 00022.26894,  0033.984, 055.761792,      020.8266709,082.491449
 35.711594,   48.83312, 096.59025358,     0000098.556, 74.7807954
 000011.919,001.52141569,     000085.398,   42.72085812,0045.945
